,YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
1937502,2015,5,4,1,OO,4827,N779CA,FNT,MSP,742,734.0,-8.0,12.0,746.0,98.0,95.0,78.0,491,804.0,5.0,820,809.0,-11.0,0,0,,,,,,
3026332,2015,7,9,4,B6,316,N947JB,SFO,JFK,1115,1110.0,-5.0,29.0,1139.0,353.0,349.0,317.0,2586,1956.0,3.0,2008,1959.0,-9.0,0,0,,,,,,
3589738,2015,8,11,2,AA,1615,N3KDAA,FLL,ORD,1653,1654.0,1.0,26.0,1720.0,196.0,213.0,170.0,1182,1910.0,17.0,1909,1927.0,18.0,0,0,,18.0,0.0,0.0,0.0,0.0
3577829,2015,8,11,2,DL,1943,N121DE,SEA,DTW,35,45.0,10.0,14.0,59.0,242.0,237.0,213.0,1927,732.0,10.0,737,742.0,5.0,0,0,,,,,,
1448006,2015,4,3,5,OO,4790,N814SK,PDX,SEA,1545,1537.0,-8.0,13.0,1550.0,50.0,46.0,29.0,129,1619.0,4.0,1635,1623.0,-12.0,0,0,,,,,,
3508353,2015,8,6,4,OO,4626,N445SW,MSO,SLC,1850,1843.0,-7.0,14.0,1857.0,90.0,92.0,62.0,436,1959.0,16.0,2020,2015.0,-5.0,0,0,,,,,,
5042872,2015,11,11,3,DL,1407,N6704Z,ATL,CLT,1737,1819.0,42.0,14.0,1833.0,80.0,63.0,42.0,226,1915.0,7.0,1857,1922.0,25.0,0,0,,0.0,0.0,20.0,5.0,0.0
851114,2015,2,25,3,DL,1607,N957DL,ATL,CHS,1910,,,,,73.0,,,259,,,2023,,,0,1,B,,,,,
2035769,2015,5,10,7,US,610,N566UW,PHX,ATL,955,952.0,-3.0,12.0,1004.0,218.0,212.0,193.0,1587,1617.0,7.0,1633,1624.0,-9.0,0,0,,,,,,
2038683,2015,5,10,7,UA,1598,,IAH,PIT,1250,,,,,181.0,,,1117,,,1651,,,0,1,A,,,,,
1813950,2015,4,26,7,AS,661,N517AS,DFW,SEA,1340,1359.0,19.0,32.0,1431.0,259.0,268.0,230.0,1660,1621.0,6.0,1559,1627.0,28.0,0,0,,9.0,0.0,19.0,0.0,0.0
313331,2015,1,21,3,WN,1174,N286WN,OAK,SNA,1415,1423.0,8.0,7.0,1430.0,80.0,74.0,61.0,371,1531.0,6.0,1535,1537.0,2.0,0,0,,,,,,
5686593,2015,12,23,3,AA,1081,N3FJAA,ORD,LAX,847,857.0,10.0,24.0,921.0,277.0,294.0,247.0,1744,1128.0,23.0,1124,1151.0,27.0,0,0,,17.0,0.0,10.0,0.0,0.0
3092671,2015,7,13,1,B6,589,N203JB,BOS,DCA,1100,1324.0,144.0,14.0,1338.0,94.0,87.0,71.0,399,1449.0,2.0,1234,1451.0,137.0,0,0,,0.0,0.0,137.0,0.0,0.0
4825201,2015,10,28,3,WN,1934,N7752B,14869,14107,1855,1854.0,-1.0,13.0,1907.0,95.0,99.0,78.0,507,1925.0,8.0,1930,1933.0,3.0,0,0,,,,,,
2515131,2015,6,8,1,DL,1364,N925DN,MCI,ATL,1816,1813.0,-3.0,27.0,1840.0,124.0,131.0,95.0,692,2115.0,9.0,2120,2124.0,4.0,0,0,,,,,,
1537886,2015,4,9,4,DL,550,N3762Y,LAX,BNA,945,1000.0,15.0,21.0,1021.0,225.0,221.0,193.0,1797,1534.0,7.0,1530,1541.0,11.0,0,0,,,,,,
4674423,2015,10,19,1,WN,463,N551WN,13204,10397,1015,1012.0,-3.0,11.0,1023.0,90.0,82.0,65.0,404,1128.0,6.0,1145,1134.0,-11.0,0,0,,,,,,
3038807,2015,7,10,5,UA,1668,N14228,EWR,SFO,639,641.0,2.0,16.0,657.0,371.0,369.0,333.0,2565,930.0,20.0,950,950.0,0.0,0,0,,,,,,
5262228,2015,11,25,3,B6,1159,N296JB,BOS,PHL,1741,1736.0,-5.0,21.0,1757.0,107.0,89.0,60.0,280,1857.0,8.0,1928,1905.0,-23.0,0,0,,,,,,
429896,2015,1,29,4,OO,6399,N702BR,DSM,DEN,928,916.0,-12.0,11.0,927.0,127.0,124.0,105.0,589,1012.0,8.0,1035,1020.0,-15.0,0,0,,,,,,
174498,2015,1,12,1,UA,760,N512UA,SFO,JFK,1050,1051.0,1.0,16.0,1107.0,337.0,338.0,305.0,2586,1912.0,17.0,1927,1929.0,2.0,0,0,,,,,,
1853885,2015,4,28,2,AA,2284,N3ADAA,ORD,DCA,2025,,,,,123.0,,,612,,,2328,,,0,1,A,,,,,
5204701,2015,11,22,7,EV,4149,N13903,FNT,ORD,635,635.0,0.0,51.0,726.0,73.0,103.0,43.0,223,709.0,9.0,648,718.0,30.0,0,0,,30.0,0.0,0.0,0.0,0.0
404951,2015,1,27,2,MQ,3305,N544MQ,RDU,LGA,1530,,,,,96.0,,,431,,,1706,,,0,1,B,,,,,
3840933,2015,8,26,3,DL,2349,N892AT,ATL,CAE,2305,2302.0,-3.0,11.0,2313.0,54.0,48.0,33.0,192,2346.0,4.0,2359,2350.0,-9.0,0,0,,,,,,
2352980,2015,5,29,5,AA,2366,N3HHAA,DFW,RSW,1850,1903.0,13.0,48.0,1951.0,160.0,191.0,137.0,1017,2308.0,6.0,2230,2314.0,44.0,0,0,,31.0,0.0,13.0,0.0,0.0
3219656,2015,7,20,1,UA,1490,N26226,IAH,MCO,1918,1918.0,0.0,23.0,1941.0,142.0,141.0,113.0,854,2234.0,5.0,2240,2239.0,-1.0,0,0,,,,,,
2872531,2015,6,29,1,US,1805,N112US,CLT,IAH,2220,2216.0,-4.0,22.0,2238.0,149.0,154.0,128.0,912,2346.0,4.0,2349,2350.0,1.0,0,0,,,,,,
4217253,2015,9,20,7,DL,2318,N315NB,MSP,BZN,1126,1119.0,-7.0,12.0,1131.0,151.0,138.0,120.0,874,1231.0,6.0,1257,1237.0,-20.0,0,0,,,,,,
612318,2015,2,10,2,WN,756,N912WN,PHX,AUS,1300,1302.0,2.0,7.0,1309.0,130.0,120.0,109.0,872,1558.0,4.0,1610,1602.0,-8.0,0,0,,,,,,
2768896,2015,6,23,2,WN,862,N8655D,AUS,SJC,1835,1841.0,6.0,9.0,1850.0,215.0,200.0,184.0,1476,1954.0,7.0,2010,2001.0,-9.0,0,0,,,,,,
1881383,2015,4,30,4,OO,5315,N917SW,DVL,DEN,1437,1422.0,-15.0,19.0,1441.0,119.0,133.0,105.0,638,1526.0,9.0,1536,1535.0,-1.0,0,0,,,,,,
5796480,2015,12,30,3,DL,1985,N951AT,DTW,DCA,1201,1203.0,2.0,15.0,1218.0,89.0,82.0,63.0,405,1321.0,4.0,1330,1325.0,-5.0,0,0,,,,,,
2492478,2015,6,7,7,WN,360,N656SW,BNA,BOS,1300,1256.0,-4.0,13.0,1309.0,150.0,155.0,131.0,942,1620.0,11.0,1630,1631.0,1.0,0,0,,,,,,
3558896,2015,8,9,7,OO,4636,N461SW,SLC,GJT,2015,2010.0,-5.0,14.0,2024.0,57.0,53.0,36.0,216,2100.0,3.0,2112,2103.0,-9.0,0,0,,,,,,
3162319,2015,7,17,5,F9,212,N229FR,AUS,ATL,1115,1116.0,1.0,9.0,1125.0,135.0,127.0,105.0,813,1410.0,13.0,1430,1423.0,-7.0,0,0,,,,,,
1167141,2015,3,17,2,AA,155,N3FNAA,ORD,LAX,1415,1414.0,-1.0,13.0,1427.0,271.0,258.0,235.0,1744,1622.0,10.0,1646,1632.0,-14.0,0,0,,,,,,
3161203,2015,7,17,5,OO,3432,N170SY,PDX,STL,1010,1010.0,0.0,17.0,1027.0,235.0,220.0,198.0,1708,1545.0,5.0,1605,1550.0,-15.0,0,0,,,,,,
5757467,2015,12,28,1,AA,1956,,RDU,CLT,525,,,,,59.0,,,130,,,624,,,0,1,B,,,,,
4061463,2015,9,10,4,WN,511,N473WN,DEN,MDW,810,809.0,-1.0,11.0,820.0,140.0,129.0,114.0,895,1114.0,4.0,1130,1118.0,-12.0,0,0,,,,,,
1586706,2015,4,12,7,WN,8,N284WN,LAS,ONT,1205,1203.0,-2.0,11.0,1214.0,55.0,46.0,32.0,197,1246.0,3.0,1300,1249.0,-11.0,0,0,,,,,,
3346282,2015,7,28,2,MQ,3462,N502MQ,LIT,DFW,1015,1047.0,32.0,17.0,1104.0,79.0,81.0,47.0,304,1151.0,17.0,1134,1208.0,34.0,0,0,,2.0,0.0,3.0,29.0,0.0
1029997,2015,3,9,1,AA,1575,N3HDAA,PHL,DFW,830,824.0,-6.0,25.0,849.0,235.0,240.0,205.0,1303,1114.0,10.0,1125,1124.0,-1.0,0,0,,,,,,
1480209,2015,4,5,7,MQ,3320,N661MQ,DFW,CHA,1848,1844.0,-4.0,16.0,1900.0,126.0,111.0,89.0,695,2129.0,6.0,2154,2135.0,-19.0,0,0,,,,,,
3470943,2015,8,4,2,AS,775,N442AS,ABQ,SEA,1620,1612.0,-8.0,20.0,1632.0,190.0,187.0,160.0,1180,1812.0,7.0,1830,1819.0,-11.0,0,0,,,,,,
3991228,2015,9,5,6,NK,724,N507NK,FLL,LBE,1015,1017.0,2.0,18.0,1035.0,157.0,158.0,134.0,980,1249.0,6.0,1252,1255.0,3.0,0,0,,,,,,
1159814,2015,3,17,2,US,621,N667AW,DCA,PHX,700,716.0,16.0,28.0,744.0,323.0,309.0,271.0,1979,915.0,10.0,923,925.0,2.0,0,0,,,,,,
1031322,2015,3,9,1,UA,617,N465UA,DCA,ORD,945,939.0,-6.0,15.0,954.0,136.0,127.0,103.0,612,1037.0,9.0,1101,1046.0,-15.0,0,0,,,,,,
296165,2015,1,20,2,AA,7,N390AA,DFW,OGG,1215,1252.0,37.0,16.0,1308.0,508.0,495.0,474.0,3711,1702.0,5.0,1643,1707.0,24.0,0,0,,0.0,0.0,24.0,0.0,0.0
1362362,2015,3,29,7,WN,4753,N369SW,PHX,SMF,1410,1408.0,-2.0,13.0,1421.0,120.0,117.0,100.0,647,1601.0,4.0,1610,1605.0,-5.0,0,0,,,,,,
1481496,2015,4,5,7,US,449,N656AW,PHX,BOI,2009,2003.0,-6.0,16.0,2019.0,129.0,116.0,96.0,735,2255.0,4.0,2318,2259.0,-19.0,0,0,,,,,,
5762782,2015,12,28,1,UA,336,,ORD,CLE,1046,,,,,77.0,,,316,,,1303,,,0,1,B,,,,,
3572655,2015,8,10,1,DL,2354,N369NW,LGA,DTW,1655,1650.0,-5.0,27.0,1717.0,135.0,125.0,92.0,502,1849.0,6.0,1910,1855.0,-15.0,0,0,,,,,,
200848,2015,1,14,3,EV,2512,N905EV,BRO,DFW,613,606.0,-7.0,16.0,622.0,102.0,96.0,74.0,482,736.0,6.0,755,742.0,-13.0,0,0,,,,,,
1946048,2015,5,4,1,DL,81,N835DN,ATL,LAX,1610,1610.0,0.0,10.0,1620.0,294.0,285.0,261.0,1947,1741.0,14.0,1804,1755.0,-9.0,0,0,,,,,,
3428144,2015,8,2,7,AA,2321,N439AA,ORD,DFW,823,829.0,6.0,11.0,840.0,150.0,128.0,109.0,802,1029.0,8.0,1053,1037.0,-16.0,0,0,,,,,,
2446887,2015,6,4,4,OO,5584,N730SK,IAH,TUL,1535,1531.0,-4.0,14.0,1545.0,86.0,89.0,72.0,429,1657.0,3.0,1701,1700.0,-1.0,0,0,,,,,,
5310541,2015,11,29,7,UA,1865,N27958,DEN,IAH,1015,1033.0,18.0,14.0,1047.0,136.0,141.0,107.0,862,1334.0,20.0,1331,1354.0,23.0,0,0,,5.0,0.0,12.0,6.0,0.0
5742417,2015,12,27,7,MQ,3592,N513MQ,ELP,ORD,700,755.0,55.0,93.0,928.0,188.0,257.0,153.0,1236,1301.0,11.0,1108,1312.0,124.0,0,0,,69.0,0.0,0.0,0.0,55.0
5755982,2015,12,27,7,UA,1247,,IAH,SAT,2127,,,,,68.0,,,191,,,2235,,,0,1,B,,,,,
2295446,2015,5,26,2,OO,4697,N447SW,FNT,MSP,1205,1203.0,-2.0,16.0,1219.0,100.0,98.0,76.0,491,1235.0,6.0,1245,1241.0,-4.0,0,0,,,,,,
1493721,2015,4,6,1,WN,376,N616SW,PHX,AUS,1525,1529.0,4.0,8.0,1537.0,125.0,119.0,107.0,872,1924.0,4.0,1930,1928.0,-2.0,0,0,,,,,,
2867351,2015,6,29,1,WN,42,N262WN,HOU,DAL,1630,,,,,60.0,,,239,,,1730,,,0,1,A,,,,,
4659325,2015,10,18,7,WN,1058,N470WN,14635,12339,1145,1138.0,-7.0,8.0,1146.0,150.0,143.0,130.0,945,1356.0,5.0,1415,1401.0,-14.0,0,0,,,,,,
3012544,2015,7,8,3,AA,1202,N5CCAA,DCA,MIA,1450,1622.0,92.0,31.0,1653.0,163.0,153.0,116.0,919,1849.0,6.0,1733,1855.0,82.0,0,0,,0.0,0.0,14.0,68.0,0.0
5567421,2015,12,15,2,DL,1337,N961DL,ATL,MIA,1820,1817.0,-3.0,20.0,1837.0,114.0,111.0,85.0,594,2002.0,6.0,2014,2008.0,-6.0,0,0,,,,,,
5266948,2015,11,26,4,WN,5298,N526SW,CRP,HOU,600,557.0,-3.0,8.0,605.0,50.0,52.0,31.0,187,636.0,13.0,650,649.0,-1.0,0,0,,,,,,
3980740,2015,9,4,5,HA,152,N489HA,OGG,ITO,1525,1520.0,-5.0,12.0,1532.0,37.0,43.0,26.0,121,1558.0,5.0,1602,1603.0,1.0,0,0,,,,,,
394976,2015,1,26,1,AS,414,N457AS,SEA,PDX,2230,2225.0,-5.0,11.0,2236.0,45.0,42.0,27.0,129,2303.0,4.0,2315,2307.0,-8.0,0,0,,,,,,
244435,2015,1,16,5,WN,335,N929WN,DEN,MCO,1800,1801.0,1.0,41.0,1842.0,200.0,223.0,175.0,1546,2337.0,7.0,2320,2344.0,24.0,0,0,,24.0,0.0,0.0,0.0,0.0
5268072,2015,11,26,4,DL,714,N371NW,MSP,FLL,700,658.0,-2.0,12.0,710.0,219.0,195.0,180.0,1487,1110.0,3.0,1139,1113.0,-26.0,0,0,,,,,,
5039772,2015,11,11,3,OO,5185,N732SK,IAH,MEM,1430,1502.0,32.0,15.0,1517.0,95.0,81.0,63.0,468,1620.0,3.0,1605,1623.0,18.0,0,0,,0.0,18.0,0.0,0.0,0.0
69619,2015,1,5,1,AA,1393,N5BVAA,SJU,DFW,1215,1215.0,0.0,15.0,1230.0,320.0,300.0,275.0,2165,1505.0,10.0,1535,1515.0,-20.0,0,0,,,,,,
1341490,2015,3,28,6,DL,732,N519US,JAX,ATL,720,714.0,-6.0,15.0,729.0,80.0,73.0,48.0,270,817.0,10.0,840,827.0,-13.0,0,0,,,,,,
155664,2015,1,11,7,DL,691,N6708D,DCA,SLC,730,728.0,-2.0,23.0,751.0,300.0,296.0,261.0,1851,1012.0,12.0,1030,1024.0,-6.0,0,0,,,,,,
4767545,2015,10,25,7,UA,1924,N458UA,14908,12266,900,854.0,-6.0,13.0,907.0,194.0,186.0,161.0,1346,1348.0,12.0,1414,1400.0,-14.0,0,0,,,,,,
3575122,2015,8,10,1,OO,6326,N924SW,SFO,SBA,1910,1903.0,-7.0,31.0,1934.0,81.0,85.0,48.0,262,2022.0,6.0,2031,2028.0,-3.0,0,0,,,,,,
5811963,2015,12,31,4,DL,344,N910DE,LGA,ATL,1200,1212.0,12.0,5.0,1217.0,172.0,136.0,124.0,762,1421.0,7.0,1452,1428.0,-24.0,0,0,,,,,,
4303636,2015,9,25,5,OO,5619,N762SK,LIT,DEN,1645,1642.0,-3.0,18.0,1700.0,139.0,132.0,105.0,771,1745.0,9.0,1804,1754.0,-10.0,0,0,,,,,,
927394,2015,3,2,1,US,731,N762US,CLT,MIA,1805,1800.0,-5.0,19.0,1819.0,125.0,113.0,90.0,650,1949.0,4.0,2010,1953.0,-17.0,0,0,,,,,,
3828332,2015,8,26,3,DL,2221,N138DL,MSP,SEA,900,859.0,-1.0,24.0,923.0,220.0,241.0,203.0,1399,1046.0,14.0,1040,1100.0,20.0,0,0,,20.0,0.0,0.0,0.0,0.0
4286178,2015,9,24,4,DL,2046,N685DA,PHX,ATL,1550,1549.0,-1.0,15.0,1604.0,220.0,225.0,191.0,1587,2215.0,19.0,2230,2234.0,4.0,0,0,,,,,,
3676521,2015,8,16,7,DL,2816,N989AT,ATL,TUL,2115,2116.0,1.0,38.0,2154.0,123.0,131.0,91.0,674,2225.0,2.0,2218,2227.0,9.0,0,0,,,,,,
5081250,2015,11,14,6,AA,506,N604AW,MKE,PHX,650,645.0,-5.0,26.0,711.0,251.0,259.0,201.0,1460,932.0,32.0,1001,1004.0,3.0,0,0,,,,,,
3990760,2015,9,5,6,AS,330,N472AS,SEA,SJC,945,944.0,-1.0,13.0,957.0,124.0,113.0,95.0,697,1132.0,5.0,1149,1137.0,-12.0,0,0,,,,,,
4044254,2015,9,9,3,AA,2016,N732US,JAX,PHL,625,621.0,-4.0,16.0,637.0,127.0,130.0,96.0,742,813.0,18.0,832,831.0,-1.0,0,0,,,,,,
4833227,2015,10,29,4,OO,4972,N971SW,13930,11267,1040,1031.0,-9.0,10.0,1041.0,68.0,57.0,43.0,240,1224.0,4.0,1248,1228.0,-20.0,0,0,,,,,,
5197380,2015,11,21,6,DL,327,N994DL,DCA,ATL,1259,1302.0,3.0,12.0,1314.0,117.0,108.0,90.0,547,1444.0,6.0,1456,1450.0,-6.0,0,0,,,,,,
402061,2015,1,27,2,OO,6497,N946SW,DEN,LIT,1230,1223.0,-7.0,18.0,1241.0,124.0,119.0,96.0,771,1517.0,5.0,1534,1522.0,-12.0,0,0,,,,,,
1150023,2015,3,16,1,AA,1452,N3FGAA,DCA,ORD,1348,1339.0,-9.0,11.0,1350.0,132.0,127.0,103.0,612,1433.0,13.0,1500,1446.0,-14.0,0,0,,,,,,
386876,2015,1,26,1,VX,165,N629VA,EWR,LAX,1300,1300.0,0.0,30.0,1330.0,380.0,355.0,317.0,2454,1547.0,8.0,1620,1555.0,-25.0,0,0,,,,,,
650918,2015,2,12,4,WN,2360,N8315C,PHX,SAN,2045,2057.0,12.0,29.0,2126.0,70.0,76.0,45.0,304,2111.0,2.0,2055,2113.0,18.0,0,0,,6.0,0.0,12.0,0.0,0.0
3678197,2015,8,17,1,EV,4513,N14180,CLE,ORD,600,558.0,-2.0,20.0,618.0,83.0,81.0,54.0,315,612.0,7.0,623,619.0,-4.0,0,0,,,,,,
2912469,2015,7,2,4,EV,5785,N14993,MLU,IAH,1045,1041.0,-4.0,18.0,1059.0,75.0,72.0,43.0,262,1142.0,11.0,1200,1153.0,-7.0,0,0,,,,,,
2945970,2015,7,4,6,DL,1489,N328NB,ATL,IAH,1350,1347.0,-3.0,12.0,1359.0,129.0,116.0,99.0,689,1438.0,5.0,1459,1443.0,-16.0,0,0,,,,,,
966451,2015,3,5,4,MQ,2919,N6EAMQ,ORD,CID,840,842.0,2.0,13.0,855.0,58.0,51.0,34.0,196,929.0,4.0,938,933.0,-5.0,0,0,,,,,,
976888,2015,3,5,4,DL,1413,N334NB,ATL,LIT,1859,1954.0,55.0,25.0,2019.0,98.0,101.0,73.0,453,2032.0,3.0,1937,2035.0,58.0,0,0,,3.0,0.0,7.0,48.0,0.0
5685997,2015,12,23,3,WN,164,N8309C,DAL,OAK,810,823.0,13.0,11.0,834.0,235.0,259.0,242.0,1468,1036.0,6.0,1005,1042.0,37.0,0,0,,24.0,0.0,13.0,0.0,0.0
239088,2015,1,16,5,WN,2677,N8616C,FLL,MDW,1250,1250.0,0.0,10.0,1300.0,200.0,195.0,179.0,1166,1459.0,6.0,1510,1505.0,-5.0,0,0,,,,,,
1810267,2015,4,26,7,B6,76,N558JB,MSY,JFK,957,953.0,-4.0,14.0,1007.0,182.0,152.0,135.0,1182,1322.0,3.0,1359,1325.0,-34.0,0,0,,,,,,
4979198,2015,11,7,6,AA,1109,N398AA,MIA,ORD,1650,1649.0,-1.0,24.0,1713.0,207.0,188.0,155.0,1197,1848.0,9.0,1917,1857.0,-20.0,0,0,,,,,,
1289223,2015,3,25,3,WN,2319,N448WN,BUF,MDW,545,558.0,13.0,15.0,613.0,110.0,99.0,78.0,468,631.0,6.0,635,637.0,2.0,0,0,,,,,,
1990574,2015,5,7,4,OO,3468,N224AG,SEA,OMA,1040,1330.0,170.0,14.0,1344.0,182.0,186.0,169.0,1368,1833.0,3.0,1542,1836.0,174.0,0,0,,4.0,0.0,170.0,0.0,0.0
5735265,2015,12,26,6,MQ,3533,N521MQ,STL,DFW,1600,1601.0,1.0,14.0,1615.0,127.0,145.0,118.0,550,1813.0,13.0,1807,1826.0,19.0,0,0,,19.0,0.0,0.0,0.0,0.0
3210836,2015,7,20,1,UA,1742,N17229,SFO,EWR,1040,1043.0,3.0,15.0,1058.0,343.0,310.0,282.0,2565,1840.0,13.0,1923,1853.0,-30.0,0,0,,,,,,
5625883,2015,12,19,6,WN,1747,N424WN,SNA,SMF,1150,1156.0,6.0,8.0,1204.0,85.0,82.0,70.0,404,1314.0,4.0,1315,1318.0,3.0,0,0,,,,,,
517092,2015,2,4,3,B6,1307,N318JB,JFK,IAD,801,830.0,29.0,18.0,848.0,79.0,74.0,49.0,228,937.0,7.0,920,944.0,24.0,0,0,,0.0,0.0,14.0,10.0,0.0
17986,2015,1,2,5,EV,6179,N14174,CVG,DEN,910,904.0,-6.0,20.0,924.0,200.0,227.0,175.0,1069,1019.0,32.0,1030,1051.0,21.0,0,0,,21.0,0.0,0.0,0.0,0.0
3567981,2015,8,10,1,AA,2518,N4XBAA,ORD,MCO,1214,1220.0,6.0,16.0,1236.0,168.0,145.0,125.0,1005,1541.0,4.0,1602,1545.0,-17.0,0,0,,,,,,
5749585,2015,12,27,7,UA,841,N78509,FLL,EWR,1430,1635.0,125.0,35.0,1710.0,182.0,185.0,140.0,1065,1930.0,10.0,1732,1940.0,128.0,0,0,,18.0,0.0,0.0,110.0,0.0
2380784,2015,5,31,7,OO,4805,N812SK,ORD,CVG,1705,,,,,80.0,,,265,,,1925,,,0,1,A,,,,,
5809727,2015,12,31,4,AA,1988,N738US,RDU,CLT,930,922.0,-8.0,35.0,957.0,71.0,78.0,38.0,130,1035.0,5.0,1041,1040.0,-1.0,0,0,,,,,,
3062382,2015,7,11,6,WN,4496,N647SW,PIT,MCO,1315,1314.0,-1.0,13.0,1327.0,140.0,131.0,110.0,834,1517.0,8.0,1535,1525.0,-10.0,0,0,,,,,,
5563404,2015,12,15,2,EV,5056,N708EV,DTW,BTV,1415,1408.0,-7.0,12.0,1420.0,103.0,91.0,76.0,537,1536.0,3.0,1558,1539.0,-19.0,0,0,,,,,,
2067619,2015,5,12,2,AS,544,N769AS,SEA,PSP,810,758.0,-12.0,25.0,823.0,155.0,177.0,148.0,987,1051.0,4.0,1045,1055.0,10.0,0,0,,,,,,
181279,2015,1,12,1,OO,7367,N452SW,APN,DTW,1730,1722.0,-8.0,17.0,1739.0,72.0,74.0,49.0,198,1828.0,8.0,1842,1836.0,-6.0,0,0,,,,,,
2879030,2015,6,30,2,AA,1667,N499AA,DEN,DFW,1110,1106.0,-4.0,13.0,1119.0,116.0,115.0,84.0,641,1343.0,18.0,1406,1401.0,-5.0,0,0,,,,,,
1985255,2015,5,7,4,DL,2635,N654DL,RSW,ATL,551,549.0,-2.0,12.0,601.0,104.0,93.0,73.0,515,714.0,8.0,735,722.0,-13.0,0,0,,,,,,
731333,2015,2,18,3,AA,927,N499AA,DFW,DAY,850,850.0,0.0,9.0,859.0,131.0,125.0,108.0,861,1147.0,8.0,1201,1155.0,-6.0,0,0,,,,,,
3087324,2015,7,13,1,UA,693,N807UA,SFO,IAH,601,555.0,-6.0,15.0,610.0,240.0,233.0,210.0,1635,1140.0,8.0,1201,1148.0,-13.0,0,0,,,,,,
315654,2015,1,21,3,WN,1051,N242WN,SAN,SMF,1640,1652.0,12.0,11.0,1703.0,90.0,93.0,78.0,480,1821.0,4.0,1810,1825.0,15.0,0,0,,3.0,0.0,0.0,12.0,0.0
1559715,2015,4,10,5,WN,2629,N732SW,LAS,DEN,1440,1554.0,74.0,12.0,1606.0,110.0,102.0,82.0,628,1828.0,8.0,1730,1836.0,66.0,0,0,,0.0,0.0,0.0,66.0,0.0
3436642,2015,8,2,7,AA,856,N119US,PBI,CLT,1655,1656.0,1.0,9.0,1705.0,114.0,106.0,87.0,590,1832.0,10.0,1849,1842.0,-7.0,0,0,,,,,,
4145148,2015,9,15,2,B6,1237,N526JB,BOS,DTW,1625,1620.0,-5.0,15.0,1635.0,134.0,114.0,96.0,632,1811.0,3.0,1839,1814.0,-25.0,0,0,,,,,,
1088879,2015,3,12,4,B6,1197,N556JB,PVD,FLL,1713,1813.0,60.0,11.0,1824.0,196.0,193.0,176.0,1188,2120.0,6.0,2029,2126.0,57.0,0,0,,0.0,0.0,3.0,54.0,0.0
4256654,2015,9,22,2,WN,260,N257WN,OAK,PHX,1825,1829.0,4.0,9.0,1838.0,115.0,103.0,90.0,646,2008.0,4.0,2020,2012.0,-8.0,0,0,,,,,,
593043,2015,2,9,1,WN,242,N250WN,SJC,LAX,920,933.0,13.0,7.0,940.0,80.0,63.0,52.0,308,1032.0,4.0,1040,1036.0,-4.0,0,0,,,,,,
5513264,2015,12,12,6,UA,1734,N543UA,SFO,OGG,745,741.0,-4.0,15.0,756.0,332.0,318.0,299.0,2338,1055.0,4.0,1117,1059.0,-18.0,0,0,,,,,,
2650961,2015,6,16,2,WN,21,N931WN,OAK,PHX,1855,1921.0,26.0,8.0,1929.0,115.0,106.0,91.0,646,2100.0,7.0,2050,2107.0,17.0,0,0,,0.0,0.0,6.0,11.0,0.0
2383255,2015,5,31,7,WN,1550,N8632A,MDW,SJC,1930,2002.0,32.0,11.0,2013.0,275.0,255.0,239.0,1838,2212.0,5.0,2205,2217.0,12.0,0,0,,,,,,
2441208,2015,6,4,4,B6,526,N526JB,TPA,JFK,1005,959.0,-6.0,9.0,1008.0,164.0,148.0,133.0,1005,1221.0,6.0,1249,1227.0,-22.0,0,0,,,,,,
2517058,2015,6,8,1,VX,415,N631VA,JFK,LAX,2010,2043.0,33.0,66.0,2149.0,365.0,400.0,326.0,2475,15.0,8.0,2315,23.0,68.0,0,0,,0.0,0.0,35.0,33.0,0.0
3681693,2015,8,17,1,WN,154,N934WN,MCO,BHM,905,857.0,-8.0,6.0,903.0,90.0,79.0,71.0,479,914.0,2.0,935,916.0,-19.0,0,0,,,,,,
4011439,2015,9,6,7,DL,1894,N964DN,ATL,RIC,2212,2209.0,-3.0,25.0,2234.0,95.0,92.0,62.0,481,2336.0,5.0,2347,2341.0,-6.0,0,0,,,,,,
4030809,2015,9,8,2,EV,5677,N14993,CVG,EWR,844,837.0,-7.0,15.0,852.0,115.0,116.0,95.0,569,1027.0,6.0,1039,1033.0,-6.0,0,0,,,,,,
2858122,2015,6,29,1,UA,1733,N77525,IAH,DCA,722,721.0,-1.0,18.0,739.0,189.0,169.0,147.0,1208,1106.0,4.0,1131,1110.0,-21.0,0,0,,,,,,
1952373,2015,5,5,2,US,1942,N838AW,PVD,CLT,600,552.0,-8.0,11.0,603.0,132.0,111.0,95.0,683,738.0,5.0,812,743.0,-29.0,0,0,,,,,,
