,YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE_CODE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT_CODE,DESTINATION_AIRPORT_CODE,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY,AIRLINE,AIRPORT_CODE,AIRPORT,CITY,STATE,COUNTRY,LATITUDE,LONGITUDE
2535658,2015,6,9,2,UA,1592,N69818,DEN,SFO,2220,2236.0,16.0,9.0,2245.0,158.0,145.0,131.0,967,2356.0,5.0,2358,1.0,3.0,0,0,,,,,,,United Air Lines Inc.,DEN,Denver International Airport,Denver,CO,USA,39.85841,-104.667
3873333,2015,8,28,5,EV,4572,N13913,GSP,EWR,2012,2000.0,-12.0,13.0,2013.0,117.0,107.0,88.0,594,2141.0,6.0,2209,2147.0,-22.0,0,0,,,,,,,Atlantic Southeast Airlines,GSP,Greenville-Spartanburg International Airport,Greer,SC,USA,34.89567,-82.21885999999999
964843,2015,3,5,4,DL,1080,N914DN,STL,ATL,705,703.0,-2.0,12.0,715.0,94.0,96.0,77.0,484,932.0,7.0,939,939.0,0.0,0,0,,,,,,,Delta Air Lines Inc.,STL,St. Louis International Airport at Lambert Field,St Louis,MO,USA,38.747690000000006,-90.35999
599416,2015,2,9,1,DL,811,N921DN,TPA,ATL,1545,1801.0,136.0,31.0,1832.0,95.0,114.0,70.0,406,1942.0,13.0,1720,1955.0,155.0,0,0,,19.0,0.0,0.0,136.0,0.0,Delta Air Lines Inc.,TPA,Tampa International Airport,Tampa,FL,USA,27.97547,-82.53325
4599687,2015,10,14,3,DL,2042,N922AT,10397,11618,1350,1401.0,11.0,17.0,1418.0,141.0,125.0,105.0,746,1603.0,3.0,1611,1606.0,-5.0,0,0,,,,,,,Delta Air Lines Inc.,,,,,,,
4623380,2015,10,15,4,NK,763,N633NK,13487,12889,2125,2123.0,-2.0,12.0,2135.0,196.0,201.0,169.0,1299,2224.0,20.0,2241,2244.0,3.0,0,0,,,,,,,Spirit Air Lines,,,,,,,
2112147,2015,5,14,4,DL,2117,N310NW,ATL,COS,1905,1906.0,1.0,12.0,1918.0,194.0,175.0,157.0,1184,1955.0,6.0,2019,2001.0,-18.0,0,0,,,,,,,Delta Air Lines Inc.,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.640440000000005,-84.42694
4163495,2015,9,16,3,WN,2223,N435WN,BNA,MSY,1855,1907.0,12.0,15.0,1922.0,85.0,80.0,62.0,471,2024.0,3.0,2020,2027.0,7.0,0,0,,,,,,,Southwest Airlines Co.,BNA,Nashville International Airport,Nashville,TN,USA,36.12448,-86.67818
4057623,2015,9,9,3,DL,2626,N931DN,DTW,PIT,2034,2028.0,-6.0,17.0,2045.0,70.0,60.0,33.0,201,2118.0,10.0,2144,2128.0,-16.0,0,0,,,,,,,Delta Air Lines Inc.,DTW,Detroit Metropolitan Airport,Detroit,MI,USA,42.21206,-83.34884
2321262,2015,5,27,3,OO,4566,N910EV,SLC,RDM,2145,2145.0,0.0,8.0,2153.0,96.0,86.0,75.0,525,2208.0,3.0,2221,2211.0,-10.0,0,0,,,,,,,Skywest Airlines Inc.,SLC,Salt Lake City International Airport,Salt Lake City,UT,USA,40.78839,-111.97776999999999
1083010,2015,3,12,4,OO,6416,N787SK,SFO,ABQ,1122,1117.0,-5.0,16.0,1133.0,139.0,131.0,109.0,896,1422.0,6.0,1441,1428.0,-13.0,0,0,,,,,,,Skywest Airlines Inc.,SFO,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37483999999999
5440383,2015,12,7,1,B6,846,N324JB,MCO,SWF,1420,1415.0,-5.0,14.0,1429.0,159.0,147.0,126.0,989,1635.0,7.0,1659,1642.0,-17.0,0,0,,,,,,,JetBlue Airways,MCO,Orlando International Airport,Orlando,FL,USA,28.428890000000003,-81.31603
2830097,2015,6,27,6,DL,2173,N977DL,ATL,MIA,1110,1112.0,2.0,19.0,1131.0,120.0,106.0,83.0,594,1254.0,4.0,1310,1258.0,-12.0,0,0,,,,,,,Delta Air Lines Inc.,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.640440000000005,-84.42694
4432568,2015,10,4,7,DL,1914,N304DQ,10599,10397,640,638.0,-2.0,10.0,648.0,72.0,54.0,32.0,134,820.0,12.0,852,832.0,-20.0,0,0,,,,,,,Delta Air Lines Inc.,,,,,,,
4662739,2015,10,18,7,UA,1114,N73291,13930,12892,1512,1653.0,101.0,15.0,1708.0,271.0,254.0,226.0,1744,1854.0,13.0,1743,1907.0,84.0,0,0,,0.0,0.0,20.0,64.0,0.0,United Air Lines Inc.,,,,,,,
2225870,2015,5,21,4,WN,557,N425LV,BUR,OAK,1845,1841.0,-4.0,9.0,1850.0,70.0,89.0,52.0,325,1942.0,28.0,1955,2010.0,15.0,0,0,,15.0,0.0,0.0,0.0,0.0,Southwest Airlines Co.,BUR,Bob Hope Airport (Hollywood Burbank Airport),Burbank,CA,USA,34.20062,-118.3585
1004591,2015,3,7,6,OO,3482,N217AG,SEA,SBA,1430,1437.0,7.0,13.0,1450.0,140.0,130.0,112.0,908,1642.0,5.0,1650,1647.0,-3.0,0,0,,,,,,,Skywest Airlines Inc.,SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931000000001
497648,2015,2,2,1,EV,4356,N29906,MAF,IAH,1936,1920.0,-16.0,8.0,1928.0,85.0,79.0,64.0,429,2032.0,7.0,2101,2039.0,-22.0,0,0,,,,,,,Atlantic Southeast Airlines,MAF,Midland International Airport,Midland,TX,USA,31.942529999999998,-102.20191
21934,2015,1,2,5,DL,1239,N914DE,DFW,ATL,1305,1317.0,12.0,13.0,1330.0,120.0,116.0,92.0,731,1602.0,11.0,1605,1613.0,8.0,0,0,,,,,,,Delta Air Lines Inc.,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
4245206,2015,9,22,2,WN,3097,N247WN,MDW,HOU,645,643.0,-2.0,13.0,656.0,155.0,135.0,117.0,937,853.0,5.0,920,858.0,-22.0,0,0,,,,,,,Southwest Airlines Co.,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
511402,2015,2,3,2,HA,248,N488HA,HNL,KOA,1746,1743.0,-3.0,13.0,1756.0,43.0,47.0,29.0,163,1825.0,5.0,1829,1830.0,1.0,0,0,,,,,,,Hawaiian Airlines Inc.,HNL,Honolulu International Airport,Honolulu,HI,USA,21.31869,-157.92241
4967163,2015,11,6,5,UA,1788,N37273,ORD,SNA,1917,1916.0,-1.0,16.0,1932.0,272.0,248.0,224.0,1726,2116.0,8.0,2149,2124.0,-25.0,0,0,,,,,,,United Air Lines Inc.,ORD,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
2651827,2015,6,16,2,WN,132,N712SW,LAS,RNO,1950,1949.0,-1.0,11.0,2000.0,75.0,72.0,56.0,345,2056.0,5.0,2105,2101.0,-4.0,0,0,,,,,,,Southwest Airlines Co.,LAS,McCarran International Airport,Las Vegas,NV,USA,36.08036,-115.15233
5650879,2015,12,21,1,WN,1071,N963WN,HOU,PHX,555,558.0,3.0,8.0,606.0,175.0,168.0,157.0,1020,743.0,3.0,750,746.0,-4.0,0,0,,,,,,,Southwest Airlines Co.,HOU,William P. Hobby Airport,Houston,TX,USA,29.64542,-95.27889
5438493,2015,12,7,1,AA,1266,N3FKAA,RDU,MIA,1220,1216.0,-4.0,15.0,1231.0,129.0,153.0,118.0,700,1429.0,20.0,1429,1449.0,20.0,0,0,,20.0,0.0,0.0,0.0,0.0,American Airlines Inc.,RDU,Raleigh-Durham International Airport,Raleigh,NC,USA,35.87764,-78.78747
4448530,2015,10,5,1,F9,903,N927FR,15356,11697,630,623.0,-7.0,8.0,631.0,170.0,151.0,138.0,1026,849.0,5.0,920,854.0,-26.0,0,0,,,,,,,Frontier Airlines Inc.,,,,,,,
4363803,2015,9,29,2,WN,1750,N943WN,DEN,MKE,1535,1530.0,-5.0,12.0,1542.0,135.0,121.0,105.0,896,1827.0,4.0,1850,1831.0,-19.0,0,0,,,,,,,Southwest Airlines Co.,DEN,Denver International Airport,Denver,CO,USA,39.85841,-104.667
778970,2015,2,21,6,EV,4691,N13965,EWR,DAY,759,826.0,27.0,12.0,838.0,120.0,120.0,96.0,533,1014.0,12.0,959,1026.0,27.0,0,0,,0.0,0.0,27.0,0.0,0.0,Atlantic Southeast Airlines,EWR,Newark Liberty International Airport,Newark,NJ,USA,40.6925,-74.16866
1575378,2015,4,11,6,US,1972,N808AW,CLT,EWR,1500,1458.0,-2.0,22.0,1520.0,117.0,99.0,67.0,529,1627.0,10.0,1657,1637.0,-20.0,0,0,,,,,,,US Airways Inc.,CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.214009999999995,-80.94313000000001
2710111,2015,6,20,6,EV,5538,N867AS,CHA,ATL,920,911.0,-9.0,25.0,936.0,49.0,60.0,31.0,106,1007.0,4.0,1009,1011.0,2.0,0,0,,,,,,,Atlantic Southeast Airlines,CHA,Chattanooga Metropolitan Airport (Lovell Field),Chattanooga,TN,USA,35.035270000000004,-85.20379
5386064,2015,12,3,4,AS,675,N613AS,DEN,SEA,1955,1949.0,-6.0,9.0,1958.0,180.0,162.0,146.0,1024,2124.0,7.0,2155,2131.0,-24.0,0,0,,,,,,,Alaska Airlines Inc.,DEN,Denver International Airport,Denver,CO,USA,39.85841,-104.667
1885801,2015,4,30,4,B6,711,N587JB,JFK,LAS,1859,1859.0,0.0,20.0,1919.0,365.0,318.0,294.0,2248,2113.0,4.0,2204,2117.0,-47.0,0,0,,,,,,,JetBlue Airways,JFK,John F. Kennedy International Airport (New York International Airport),New York,NY,USA,40.63975,-73.77893
5809639,2015,12,31,4,WN,579,N654SW,MSY,HOU,925,923.0,-2.0,5.0,928.0,70.0,64.0,54.0,302,1022.0,5.0,1035,1027.0,-8.0,0,0,,,,,,,Southwest Airlines Co.,MSY,Louis Armstrong New Orleans International Airport,New Orleans,LA,USA,29.99339,-90.25803
4016164,2015,9,7,1,F9,1031,N932FR,PHL,CLT,1025,1021.0,-4.0,18.0,1039.0,105.0,103.0,77.0,449,1156.0,8.0,1210,1204.0,-6.0,0,0,,,,,,,Frontier Airlines Inc.,PHL,Philadelphia International Airport,Philadelphia,PA,USA,39.87195,-75.24114
5156738,2015,11,18,3,B6,1604,N955JB,SJU,JFK,2130,2120.0,-10.0,11.0,2131.0,234.0,238.0,220.0,1598,11.0,7.0,24,18.0,-6.0,0,0,,,,,,,JetBlue Airways,SJU,Luis Muñoz Marín International Airport,San Juan,PR,USA,18.439420000000002,-66.00183
5247851,2015,11,24,2,DL,2234,N391DA,SLC,MCI,2005,2004.0,-1.0,16.0,2020.0,142.0,130.0,108.0,920,2308.0,6.0,2327,2314.0,-13.0,0,0,,,,,,,Delta Air Lines Inc.,SLC,Salt Lake City International Airport,Salt Lake City,UT,USA,40.78839,-111.97776999999999
4074787,2015,9,11,5,AS,73,N713AS,SIT,JNU,600,605.0,5.0,18.0,623.0,36.0,41.0,19.0,95,642.0,4.0,636,646.0,10.0,0,0,,,,,,,Alaska Airlines Inc.,SIT,Sitka Rocky Gutierrez Airport,Sitka,AK,USA,57.04714,-135.3616
3953882,2015,9,3,4,AA,2159,N828AW,BOS,DCA,600,553.0,-7.0,29.0,622.0,89.0,99.0,68.0,399,730.0,2.0,729,732.0,3.0,0,0,,,,,,,American Airlines Inc.,BOS,Gen. Edward Lawrence Logan International Airport,Boston,MA,USA,42.36435,-71.00518000000001
1192588,2015,3,19,4,WN,117,N640SW,IND,DEN,640,643.0,3.0,12.0,655.0,180.0,170.0,152.0,977,727.0,6.0,740,733.0,-7.0,0,0,,,,,,,Southwest Airlines Co.,IND,Indianapolis International Airport,Indianapolis,IN,USA,39.71733,-86.29438
3323125,2015,7,26,7,DL,2840,N927DA,ATL,PNS,2229,2227.0,-2.0,17.0,2244.0,71.0,65.0,42.0,271,2226.0,6.0,2240,2232.0,-8.0,0,0,,,,,,,Delta Air Lines Inc.,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.640440000000005,-84.42694
4601217,2015,10,14,3,DL,1226,N338NW,11433,15304,1520,1524.0,4.0,10.0,1534.0,153.0,136.0,122.0,983,1736.0,4.0,1753,1740.0,-13.0,0,0,,,,,,,Delta Air Lines Inc.,,,,,,,
5698128,2015,12,23,3,UA,806,N12238,EWR,TPA,2055,2355.0,180.0,11.0,6.0,188.0,169.0,153.0,997,239.0,5.0,3,244.0,161.0,0,0,,0.0,0.0,30.0,131.0,0.0,United Air Lines Inc.,EWR,Newark Liberty International Airport,Newark,NJ,USA,40.6925,-74.16866
650442,2015,2,12,4,HA,311,N478HA,ITO,HNL,2003,1958.0,-5.0,10.0,2008.0,49.0,54.0,39.0,216,2047.0,5.0,2052,2052.0,0.0,0,0,,,,,,,Hawaiian Airlines Inc.,ITO,Hilo International Airport,Hilo,HI,USA,19.72026,-155.04847
3073174,2015,7,12,7,AA,567,N918US,PHX,MCO,855,849.0,-6.0,22.0,911.0,266.0,264.0,236.0,1849,1607.0,6.0,1621,1613.0,-8.0,0,0,,,,,,,American Airlines Inc.,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,USA,33.43417,-112.00806000000001
5482253,2015,12,10,4,EV,4601,N12563,IAH,LBB,845,845.0,0.0,12.0,857.0,96.0,89.0,73.0,458,1010.0,4.0,1021,1014.0,-7.0,0,0,,,,,,,Atlantic Southeast Airlines,IAH,George Bush Intercontinental Airport,Houston,TX,USA,29.98047,-95.33972
3364395,2015,7,29,3,OO,5293,N943SW,DEN,SGU,1109,1105.0,-4.0,21.0,1126.0,102.0,102.0,76.0,517,1242.0,5.0,1251,1247.0,-4.0,0,0,,,,,,,Skywest Airlines Inc.,DEN,Denver International Airport,Denver,CO,USA,39.85841,-104.667
1445709,2015,4,3,5,WN,327,N362SW,STL,BWI,1330,1356.0,26.0,12.0,1408.0,115.0,108.0,89.0,738,1637.0,7.0,1625,1644.0,19.0,0,0,,0.0,0.0,7.0,12.0,0.0,Southwest Airlines Co.,STL,St. Louis International Airport at Lambert Field,St Louis,MO,USA,38.747690000000006,-90.35999
3571513,2015,8,10,1,MQ,3335,N808MQ,AZO,ORD,1540,1738.0,118.0,9.0,1747.0,60.0,45.0,27.0,122,1714.0,9.0,1540,1723.0,103.0,0,0,,103.0,0.0,0.0,0.0,0.0,American Eagle Airlines Inc.,AZO,Kalamazoo/Battle Creek International Airport,Kalamazoo,MI,USA,42.23488,-85.55206
3209465,2015,7,20,1,WN,526,N281WN,SAN,MCI,920,932.0,12.0,17.0,949.0,185.0,185.0,164.0,1334,1433.0,4.0,1425,1437.0,12.0,0,0,,,,,,,Southwest Airlines Co.,SAN,San Diego International Airport (Lindbergh Field),San Diego,CA,USA,32.73356,-117.18966
2503340,2015,6,8,1,AA,1595,N4XHAA,AUS,DFW,700,656.0,-4.0,10.0,706.0,70.0,59.0,40.0,190,746.0,9.0,810,755.0,-15.0,0,0,,,,,,,American Airlines Inc.,AUS,Austin-Bergstrom International Airport,Austin,TX,USA,30.19453,-97.66986999999999
1622031,2015,4,14,2,DL,2624,N362NW,ATL,CVG,1404,1402.0,-2.0,15.0,1417.0,84.0,73.0,55.0,373,1512.0,3.0,1528,1515.0,-13.0,0,0,,,,,,,Delta Air Lines Inc.,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.640440000000005,-84.42694
665904,2015,2,13,5,HA,308,N478HA,HNL,KOA,1902,1903.0,1.0,13.0,1916.0,43.0,48.0,28.0,163,1944.0,7.0,1945,1951.0,6.0,0,0,,,,,,,Hawaiian Airlines Inc.,HNL,Honolulu International Airport,Honolulu,HI,USA,21.31869,-157.92241
5453131,2015,12,8,2,AS,813,N534AS,BLI,OGG,1110,1104.0,-6.0,10.0,1114.0,393.0,398.0,381.0,2681,1535.0,7.0,1543,1542.0,-1.0,0,0,,,,,,,Alaska Airlines Inc.,BLI,Bellingham International Airport,Bellingham,WA,USA,48.79275,-122.53753
2795067,2015,6,25,4,OO,4569,N429SW,BUR,SLC,1020,1008.0,-12.0,13.0,1021.0,107.0,112.0,92.0,574,1253.0,7.0,1307,1300.0,-7.0,0,0,,,,,,,Skywest Airlines Inc.,BUR,Bob Hope Airport (Hollywood Burbank Airport),Burbank,CA,USA,34.20062,-118.3585
2936211,2015,7,3,5,WN,3928,N356SW,MHT,BWI,1825,1834.0,9.0,8.0,1842.0,95.0,95.0,80.0,377,2002.0,7.0,2000,2009.0,9.0,0,0,,,,,,,Southwest Airlines Co.,MHT,Manchester-Boston Regional Airport,Manchester,NH,USA,42.93452,-71.43706
149301,2015,1,10,6,WN,3176,N417WN,OAK,DEN,1415,1428.0,13.0,9.0,1437.0,145.0,139.0,122.0,957,1739.0,8.0,1740,1747.0,7.0,0,0,,,,,,,Southwest Airlines Co.,OAK,Oakland International Airport,Oakland,CA,USA,37.72129,-122.22072
2679607,2015,6,18,4,DL,1119,N309US,MSY,ATL,1310,1308.0,-2.0,11.0,1319.0,95.0,80.0,65.0,425,1524.0,4.0,1545,1528.0,-17.0,0,0,,,,,,,Delta Air Lines Inc.,MSY,Louis Armstrong New Orleans International Airport,New Orleans,LA,USA,29.99339,-90.25803
4916458,2015,11,3,2,UA,626,N38459,ORD,PHL,1753,2134.0,221.0,16.0,2150.0,126.0,110.0,86.0,678,16.0,8.0,2059,24.0,205.0,0,0,,0.0,0.0,3.0,202.0,0.0,United Air Lines Inc.,ORD,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
5011443,2015,11,9,1,WN,1026,N390SW,ATL,DEN,1825,1905.0,40.0,15.0,1920.0,210.0,206.0,183.0,1199,2023.0,8.0,1955,2031.0,36.0,0,0,,0.0,0.0,36.0,0.0,0.0,Southwest Airlines Co.,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.640440000000005,-84.42694
980255,2015,3,6,5,EV,6091,N11199,FAR,DEN,600,548.0,-12.0,29.0,617.0,135.0,130.0,91.0,627,648.0,10.0,715,658.0,-17.0,0,0,,,,,,,Atlantic Southeast Airlines,FAR,Hector International Airport,Fargo,ND,USA,46.91935,-96.81499000000001
1832226,2015,4,27,1,WN,4130,N614SW,PVD,MCO,1510,,,,,175.0,,,1072,,,1805,,,0,1,A,,,,,,Southwest Airlines Co.,PVD,Theodore Francis Green State Airport,Providence,RI,USA,41.724,-71.42822
3067773,2015,7,11,6,MQ,3079,N693MQ,CID,ORD,1925,1920.0,-5.0,8.0,1928.0,76.0,58.0,36.0,196,2004.0,14.0,2041,2018.0,-23.0,0,0,,,,,,,American Eagle Airlines Inc.,CID,The Eastern Iowa Airport,Cedar Rapids,IA,USA,41.88459,-91.71087
2857602,2015,6,29,1,US,461,N559UW,ATL,CLT,700,730.0,30.0,25.0,755.0,76.0,72.0,42.0,226,837.0,5.0,816,842.0,26.0,0,0,,0.0,0.0,26.0,0.0,0.0,US Airways Inc.,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.640440000000005,-84.42694
2886378,2015,6,30,2,AA,1544,N4WJAA,IAD,DFW,1840,1839.0,-1.0,25.0,1904.0,198.0,191.0,153.0,1172,2037.0,13.0,2058,2050.0,-8.0,0,0,,,,,,,American Airlines Inc.,IAD,Washington Dulles International Airport,Chantilly,VA,USA,38.94453,-77.45581
4086721,2015,9,11,5,WN,1493,N8608N,TPA,PHX,1800,1759.0,-1.0,12.0,1811.0,260.0,255.0,236.0,1788,1907.0,7.0,1920,1914.0,-6.0,0,0,,,,,,,Southwest Airlines Co.,TPA,Tampa International Airport,Tampa,FL,USA,27.97547,-82.53325
1725161,2015,4,20,1,WN,205,N7726A,MCO,MDW,2120,2145.0,25.0,11.0,2156.0,170.0,157.0,141.0,990,2317.0,5.0,2310,2322.0,12.0,0,0,,,,,,,Southwest Airlines Co.,MCO,Orlando International Airport,Orlando,FL,USA,28.428890000000003,-81.31603
3284791,2015,7,24,5,HA,188,N487HA,HNL,KOA,1514,1545.0,31.0,12.0,1557.0,47.0,45.0,29.0,163,1626.0,4.0,1601,1630.0,29.0,0,0,,0.0,0.0,10.0,19.0,0.0,Hawaiian Airlines Inc.,HNL,Honolulu International Airport,Honolulu,HI,USA,21.31869,-157.92241
1830802,2015,4,27,1,WN,817,N8626B,BNA,DEN,1345,1344.0,-1.0,9.0,1353.0,170.0,156.0,140.0,1014,1513.0,7.0,1535,1520.0,-15.0,0,0,,,,,,,Southwest Airlines Co.,BNA,Nashville International Airport,Nashville,TN,USA,36.12448,-86.67818
1184492,2015,3,18,3,MQ,3591,N856MQ,DFW,LEX,1505,1509.0,4.0,18.0,1527.0,125.0,122.0,101.0,785,1808.0,3.0,1810,1811.0,1.0,0,0,,,,,,,American Eagle Airlines Inc.,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
4602908,2015,10,14,3,WN,176,N486WN,14107,14869,1705,1705.0,0.0,5.0,1710.0,85.0,86.0,74.0,507,1924.0,7.0,1930,1931.0,1.0,0,0,,,,,,,Southwest Airlines Co.,,,,,,,
2752268,2015,6,22,1,OO,5587,N793SK,ORD,OMA,1913,2033.0,80.0,29.0,2102.0,93.0,107.0,69.0,416,2211.0,9.0,2046,2220.0,94.0,0,0,,14.0,0.0,0.0,80.0,0.0,Skywest Airlines Inc.,ORD,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
1817921,2015,4,26,7,DL,1187,N363NW,MSP,DCA,1740,1732.0,-8.0,16.0,1748.0,140.0,135.0,115.0,931,2043.0,4.0,2100,2047.0,-13.0,0,0,,,,,,,Delta Air Lines Inc.,MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,USA,44.88055,-93.21692
44560,2015,1,3,6,DL,1721,N951DN,DTW,TPA,2002,2003.0,1.0,15.0,2018.0,167.0,163.0,142.0,983,2240.0,6.0,2249,2246.0,-3.0,0,0,,,,,,,Delta Air Lines Inc.,DTW,Detroit Metropolitan Airport,Detroit,MI,USA,42.21206,-83.34884
5315018,2015,11,29,7,WN,1755,N7710A,LAS,SAN,1445,1449.0,4.0,12.0,1501.0,65.0,61.0,45.0,258,1546.0,4.0,1550,1550.0,0.0,0,0,,,,,,,Southwest Airlines Co.,LAS,McCarran International Airport,Las Vegas,NV,USA,36.08036,-115.15233
2628480,2015,6,15,1,WN,4662,N364SW,LAX,SFO,1350,1406.0,16.0,14.0,1420.0,75.0,74.0,56.0,337,1516.0,4.0,1505,1520.0,15.0,0,0,,0.0,0.0,13.0,2.0,0.0,Southwest Airlines Co.,LAX,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
1592917,2015,4,12,7,US,603,N171US,DFW,PHX,1825,1823.0,-2.0,16.0,1839.0,162.0,148.0,126.0,868,1845.0,6.0,1907,1851.0,-16.0,0,0,,,,,,,US Airways Inc.,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
3293990,2015,7,25,6,UA,1173,N77865,SFO,HNL,730,727.0,-3.0,15.0,742.0,335.0,312.0,291.0,2398,933.0,6.0,1005,939.0,-26.0,0,0,,,,,,,United Air Lines Inc.,SFO,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37483999999999
2561904,2015,6,11,4,HA,162,N475HA,HNL,ITO,1339,1336.0,-3.0,12.0,1348.0,51.0,52.0,35.0,216,1423.0,5.0,1430,1428.0,-2.0,0,0,,,,,,,Hawaiian Airlines Inc.,HNL,Honolulu International Airport,Honolulu,HI,USA,21.31869,-157.92241
1528077,2015,4,8,3,DL,2004,N829DN,LAX,SLC,1640,1640.0,0.0,20.0,1700.0,105.0,107.0,83.0,590,1923.0,4.0,1925,1927.0,2.0,0,0,,,,,,,Delta Air Lines Inc.,LAX,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
3602859,2015,8,12,3,WN,5,N764SW,MDW,ATL,1255,1257.0,2.0,9.0,1306.0,110.0,97.0,79.0,591,1525.0,9.0,1545,1534.0,-11.0,0,0,,,,,,,Southwest Airlines Co.,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
4563257,2015,10,12,1,UA,217,N433UA,12264,14771,1000,1203.0,123.0,9.0,1212.0,354.0,311.0,297.0,2419,1409.0,5.0,1254,1414.0,80.0,0,0,,0.0,0.0,5.0,75.0,0.0,United Air Lines Inc.,,,,,,,
4325960,2015,9,27,7,AA,2452,N3MBAA,ORD,SJC,1035,1030.0,-5.0,13.0,1043.0,279.0,252.0,235.0,1829,1238.0,4.0,1314,1242.0,-32.0,0,0,,,,,,,American Airlines Inc.,ORD,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
3399326,2015,7,31,5,DL,2044,N916DE,ATL,DCA,1120,1120.0,0.0,9.0,1129.0,99.0,89.0,77.0,547,1246.0,3.0,1259,1249.0,-10.0,0,0,,,,,,,Delta Air Lines Inc.,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.640440000000005,-84.42694
5399715,2015,12,4,5,DL,1733,N971DL,TYS,ATL,1718,1707.0,-11.0,20.0,1727.0,64.0,62.0,33.0,152,1800.0,9.0,1822,1809.0,-13.0,0,0,,,,,,,Delta Air Lines Inc.,TYS,McGhee Tyson Airport,Knoxville,TN,USA,35.812490000000004,-83.99286
5348156,2015,12,1,2,UA,698,N69810,SFO,ORD,1349,1356.0,7.0,20.0,1416.0,261.0,259.0,218.0,1846,1954.0,21.0,2010,2015.0,5.0,0,0,,,,,,,United Air Lines Inc.,SFO,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37483999999999
4464064,2015,10,6,2,UA,1012,N62883,13930,12266,515,515.0,0.0,10.0,525.0,160.0,155.0,132.0,925,737.0,13.0,755,750.0,-5.0,0,0,,,,,,,United Air Lines Inc.,,,,,,,
493817,2015,2,2,1,EV,4433,N15912,ORD,CLE,1545,1641.0,56.0,21.0,1702.0,80.0,79.0,53.0,315,1855.0,5.0,1805,1900.0,55.0,0,0,,0.0,0.0,0.0,55.0,0.0,Atlantic Southeast Airlines,ORD,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
5018462,2015,11,10,2,WN,174,N958WN,BDL,BWI,910,952.0,42.0,7.0,959.0,75.0,66.0,54.0,283,1053.0,5.0,1025,1058.0,33.0,0,0,,0.0,0.0,0.0,33.0,0.0,Southwest Airlines Co.,BDL,Bradley International Airport,Windsor Locks,CT,USA,41.93887,-72.68323000000001
1844763,2015,4,28,2,EV,5133,N748EV,ORF,DTW,1105,1051.0,-14.0,12.0,1103.0,117.0,101.0,82.0,529,1225.0,7.0,1302,1232.0,-30.0,0,0,,,,,,,Atlantic Southeast Airlines,ORF,Norfolk International Airport,Norfolk,VA,USA,36.89461,-76.20121999999999
2429271,2015,6,3,3,WN,789,N239WN,DAL,DCA,1500,1501.0,1.0,14.0,1515.0,175.0,182.0,162.0,1184,1857.0,6.0,1855,1903.0,8.0,0,0,,,,,,,Southwest Airlines Co.,DAL,Dallas Love Field,Dallas,TX,USA,32.84711,-96.85177
